,SA_HOMER_ID,DEVICE_ID,D_DAY,LATITUDE_HOME,LONGITUDE_HOME,LATITUDE_WORK,LONGITUDE_WORK,CNT_LOG_HOME,CNT_LOG_NON_HOME,VOLUME,UNITS,Unnamed: 11,Distance
15906,5h3394,5394541,2017/11/4,35.7723,115.0698,35.7723,115.0698,3,1,,,,0.0
15907,502987,5398184,2017/11/1,22.7839,113.1546,22.783,113.1611,1,7,,,,673.8458887255595
15908,5q5155,5395810,2017/11/16,22.4312,108.8113,22.430999999999997,108.8113,4,8,,,,22.238985329136707
15909,515383,5398828,2017/11/18,20.3372,110.1826,20.3372,110.1825,3,9,,,,10.426342238027111
15910,5t3105,5397705,2017/11/13,38.0842,113.4058,38.0844,113.4058,3,8,,,,22.238985329136707
15911,5c7419,5395746,2017/11/5,24.941,118.881,24.9538,118.8649,3,3,,,,2158.830639183982
15912,5m6180,5393476,2017/11/3,39.1885,113.2626,39.1881,113.2803,4,7,,,,1526.109417853822
15913,5r2046,5396435,2017/11/7,44.5266,125.6925,44.5268,125.6925,3,8,,,,22.238985329136707
15914,512324,5398425,2017/11/4,23.3405,112.6922,,,2,0,,,,
15915,5101452,5394611,2017/11/6,38.9866,117.3824,38.9524,117.4195,1,9,,,,4974.835898601568
15916,5a6678,5395227,2017/11/5,36.9266,115.0241,36.9272,115.0232,2,8,,,,104.16930155833053
15917,5h8234,5395950,2017/11/5,23.8285,108.5949,23.8407,108.5975,3,8,,,,1382.1136920484612
15918,512341,5394616,2017/11/12,23.0808,112.7745,23.0809,112.773,0,5,,,,153.84346233159206
15919,5a8383,5396186,2017/11/7,37.4939,114.6909,37.4864,114.6893,1,4,,,,845.825195505993
15920,5021259,5398311,2017/11/7,22.973000000000003,113.007,22.9729,113.007,3,9,,,,11.119492664922015
15921,5j5232,5393993,2017/11/6,21.6364,108.9644,21.6419,108.9966,4,7,,,,3383.8656549511097
15922,563360,5397221,2017/11/9,37.0513,118.4038,37.0513,118.4037,3,1,,,,8.87442653690207
15923,512383,5398108,2017/11/13,23.0894,112.7681,23.0873,112.7646,2,6,,,,427.43095999468227
15924,5j8189,5396652,2017/11/7,41.2127,123.0782,,,1,0,,,,
15925,5101897,5394609,2017/11/16,40.0852,117.5991,40.0738,117.6193,3,9,,,,2135.550581769543
15926,5d3418,5401475,2017/11/9,31.7257,115.9291,31.7657,115.9317,3,10,,,,4454.58673052115
15927,5c3118,5395548,2017/11/2,37.8677,116.1449,37.8867,116.1699,1,9,,,,3046.009677145734
15928,5221474,5397506,2017/11/16,36.5287,120.1273,,,1,0,,,,
15929,5m7411,5401623,2017/11/6,34.5206,107.4004,,,1,0,,,,
15930,563372,5397227,2017/11/18,37.5844,118.5448,37.5846,118.5447,3,4,,,,23.92108731948052
15931,533403,5396633,2017/11/7,36.8534,119.3904,36.8541,119.3906,2,1,,,,79.84467995548347
15932,5a3784,5396824,2017/11/7,40.14,118.303,40.1412,118.3017,1,9,,,,173.25178778606653
15933,5a7513,5396318,2017/11/3,39.2595,115.8023,39.2683,115.8159,3,9,,,,1525.8989858417588
15934,5e4525,5393966,2017/11/4,23.7954,117.2898,23.7982,117.2946,3,7,,,,579.1634875058803
15935,5053606,5394154,2017/11/18,23.0416,113.7447,23.0414,113.7452,2,5,,,,55.7863903843008
15936,537421,5401440,2017/11/13,31.0465,112.2039,31.0551,112.2163,0,5,,,,1519.8054325384535
15937,544285,5397074,2017/11/5,37.7274,117.2115,37.7417,117.1896,2,9,,,,2497.465211001977
15938,565503,5398879,2017/11/5,22.775,115.3527,22.7733,115.3538,3,7,,,,220.11782647509398
15939,5c2885,5401706,2017/11/3,39.1098,116.3974,39.1099,116.3975,2,8,,,,14.074307537248062
15940,5021259,5398311,2017/11/15,22.973000000000003,113.0069,22.9729,113.0069,4,8,,,,11.119492664922015
15941,534610,5396635,2017/11/3,36.6682,117.795,36.6866,117.8063,3,9,,,,2280.697218504623
15942,5m6213,5393546,2017/11/1,38.7298,112.7019,38.7292,112.70200000000001,2,1,,,,67.27850767899916
15943,5m6193,5393425,2017/11/7,39.0611,112.9498,39.0615,112.9493,4,3,,,,61.983295236589754
15944,512500,5394166,2017/11/9,23.9126,112.179,23.9127,112.1785,0,1,,,,52.02736542742507
15945,5u2181,5401672,2017/11/1,45.1163,124.8212,45.1162,124.8211,5,3,,,,13.60932809803787
15946,5c7419,5395746,2017/11/1,24.9409,118.8811,24.9408,118.8809,0,1,,,,23.02765001192249
15947,5a3676,5397129,2017/11/15,39.7539,117.8456,39.754,117.8455,3,7,,,,14.02577550304488
15948,5e4521,5393023,2017/11/5,24.8069,117.87700000000001,24.8234,117.8536,4,6,,,,2990.6308630976505
15949,5102152,5394343,2017/11/8,39.2459,116.9366,39.247,116.9374,0,1,,,,140.38052747476522
15950,5b4392,5393019,2017/11/4,32.9903,114.0209,32.9924,114.02,0,8,,,,248.1376525548615
15951,5r3157,5401531,2017/11/1,22.4139,107.3453,22.4166,107.3434,3,4,,,,358.16329391069365
15952,5013617,5398621,2017/11/16,23.0221,113.3124,23.0374,113.3117,2,5,,,,1702.7897753775442
15953,5m4276,5393786,2017/11/6,37.1315,112.0379,37.1384,112.0364,3,9,,,,778.6820771698818
15954,517287,5397972,2017/11/8,22.3629,110.9261,22.3551,110.9313,3,4,,,,1018.9182586662597
15955,5c3073,5395759,2017/11/9,37.3457,115.9702,,,2,0,,,,
15956,565525,5398825,2017/11/17,22.7695,115.4199,22.7983,115.4052,4,1,,,,3539.29013294341
15957,5c1046,5392966,2017/11/15,40.9607,117.7946,40.9602,117.7951,2,8,,,,69.66941275586524
15958,5d9361,5398993,2017/11/3,27.8165,114.6824,27.8217,114.68700000000001,4,8,,,,734.1520662947032
15959,517588,5398290,2017/11/9,21.6345,110.9993,21.6342,110.999,2,5,,,,45.54469114570796
15960,5k4078,5392523,2017/11/7,41.2419,119.399,41.242,119.3993,2,3,,,,27.437495204384074
15961,5h3402,5394551,2017/11/7,35.5225,115.2139,35.5306,115.2261,0,6,,,,1424.8299331305568
15962,5013382,5398646,2017/11/3,23.125999999999998,113.6093,23.1259,113.6091,4,8,,,,23.279284507193204
15963,544573,5397346,2017/11/18,37.1486,115.8913,37.1302,115.9315,4,8,,,,4108.977292734004
15964,502870,5398543,2017/11/3,22.8526,113.0451,22.8522,113.0446,4,8,,,,67.84662263978616
15965,5b4417,5392958,2017/11/16,33.2646,114.2697,33.2642,114.2696,4,2,,,,45.43934661304639
15966,5a6590,5395096,2017/11/1,36.7311,113.8985,36.731,113.8985,3,7,,,,11.119492663861031
15967,521579,5397322,2017/11/6,36.5575,116.8108,36.556999999999995,116.8122,4,8,,,,136.8488769411588
15968,5h8146,5395589,2017/11/1,24.0686,108.6622,24.0605,108.6528,3,2,,,,1312.2798100494251
15969,5021197,5398189,2017/11/5,22.9104,113.0125,22.8998,113.007,0,6,,,,1306.375674535255
15970,5c81096,5395028,2017/11/3,24.5033,118.1223,24.5033,118.1223,2,4,,,,0.0
15971,5q5200,5394476,2017/11/7,22.3321,109.4203,22.3316,109.4203,0,1,,,,55.597463322134445
15972,5c8765,5395158,2017/11/8,24.5219,118.1318,24.5221,118.1319,4,1,,,,24.431880331026544
15973,5e3697,5401411,2017/11/18,28.7411,115.8445,28.739,115.8313,3,8,,,,1307.9712213164323
15974,510849,5394573,2017/11/5,39.0508,117.4492,39.0541,117.444,2,8,,,,579.8871305469901
15975,504765,5399388,2017/11/18,23.0826,114.3899,23.0832,114.3896,4,7,,,,73.43630034438317
15976,5041265,5399160,2017/11/2,23.0817,114.385,23.0647,114.3897,3,8,,,,1950.5034708268272
15977,558981,5401215,2017/11/6,23.2758,116.3167,23.2774,116.3187,2,3,,,,270.8997229588458
15978,5j2246,5394557,2017/11/5,22.7064,110.3439,22.6996,110.3422,3,9,,,,775.9741234914686
15979,5a6714,5395228,2017/11/14,36.5516,115.0655,36.5402,115.0309,1,1,,,,3340.7191569022925
15980,538320,5393552,2017/11/7,35.9932,117.5347,35.9672,117.4859,2,5,,,,5257.362939672272
15981,5m9329,5396689,2017/11/6,34.2271,108.9629,34.2513,109.0283,0,6,,,,6586.6097372262175
15982,5b6628,5393159,2017/11/17,33.298,111.4809,33.2979,111.4789,3,9,,,,186.21173741552812
15983,565441,5398857,2017/11/7,22.9562,115.46,22.955,115.4551,3,7,,,,519.1475200600084
15984,521181,5397420,2017/11/7,36.6646,117.0123,36.6646,117.0124,2,6,,,,8.919442460325884
15985,510849,5394573,2017/11/2,39.0532,117.4446,39.0537,117.4445,3,7,,,,56.26402105675666
15986,5m2357,5393643,2017/11/5,37.8363,112.5663,37.8417,112.5713,3,6,,,,743.8611349924305
15987,5q5152,5395786,2017/11/8,21.9908,108.3662,21.9892,108.3658,0,6,,,,182.62955414104488
15988,5c9413,5395676,2017/11/2,25.0564,116.4086,25.0532,116.4082,0,7,,,,358.0978307166129
15989,5m4271,5393278,2017/11/18,37.6874,112.7433,37.6876,112.7429,3,2,,,,41.63493929838557
15990,521614,5396759,2017/11/9,36.7155,117.52600000000001,36.7162,117.5236,0,1,,,,227.64443284011324
15991,5j5234,5394066,2017/11/9,21.4881,109.1299,21.4793,109.1139,3,8,,,,1923.0709360431636
15992,5h8118,5395838,2017/11/13,23.8192,108.8862,23.8154,108.8889,3,8,,,,503.9621786998555
15993,5c21075,5397231,2017/11/7,39.8594,117.1728,39.861,117.1769,3,9,,,,392.58089963397055
15994,545360,5401608,2017/11/4,36.5925,116.2515,36.5811,116.2467,3,9,,,,1338.1085265195288
15995,538193,5393456,2017/11/4,36.1894,117.1077,,,1,0,,,,
15996,535341,5397559,2017/11/6,37.4552,121.4294,37.4551,121.4306,4,8,,,,106.50583482821574
15997,5b3577,5394474,2017/11/12,35.0449,114.4148,35.045,114.4145,4,8,,,,29.487531491803505
15998,5c51020,5399503,2017/11/14,25.9749,119.2199,25.9743,119.2223,3,8,,,,249.01498750377084
15999,5w4119,5393628,2017/11/6,42.9325,119.0229,42.9326,119.023,4,7,,,,13.7812306652489
16000,5c8960,5395351,2017/11/13,24.6524,118.23,24.6396,118.2072,2,4,,,,2708.414720062171
16001,5k6578,5392637,2017/11/7,41.7858,123.1413,41.7857,123.1421,3,8,,,,67.25484623402498
16002,568428,5395873,2017/11/5,32.6479,110.7797,32.648,110.7798,1,1,,,,14.53622676260099
16003,538447,5393588,2017/11/3,36.1856,116.7677,36.1854,116.7677,2,4,,,,22.238985328429383
16004,533659,5397092,2017/11/8,36.3826,119.7487,36.3966,119.7702,4,8,,,,2475.3066281200454
16005,5h5781,5396841,2017/11/17,40.4594,115.9692,40.4594,115.9693,3,7,,,,8.460443639137383
16006,5j2228,5395897,2017/11/9,22.3135,110.2574,22.3142,110.2512,2,8,,,,642.5163330258846
16007,538357,5393581,2017/11/7,35.9265,116.4467,35.9331,116.4305,3,8,,,,1632.8432490142104
16008,575321,5394024,2017/11/2,30.2929,109.4948,30.293000000000003,109.4947,2,8,,,,14.69103006400733
16009,512509,5394103,2017/11/3,23.0682,112.4214,23.0683,112.4222,2,4,,,,82.59482898683379
16010,5021284,5398356,2017/11/1,23.3113,112.9933,23.3115,112.9934,3,9,,,,24.47147257457879
16011,5b1569,5394365,2017/11/14,34.4316,112.4247,,,3,0,,,,
16012,5m9636,5396691,2017/11/9,34.2295,108.9064,34.2291,108.9066,0,1,,,,48.12871326134885
16013,521450,5396620,2017/11/7,36.6823,117.0501,36.6824,117.0502,1,6,,,,14.253521436847517
16014,5102207,5394415,2017/11/5,38.8531,117.0201,38.8533,117.0198,3,9,,,,34.19699703313706
16015,5102114,5394226,2017/11/3,39.6202,117.0495,39.6383,117.0127,4,8,,,,3739.408561461564
16016,5m6193,5393425,2017/11/2,39.0612,112.9498,39.0615,112.9496,4,6,,,,37.56287893647816
16017,5m6169,5393271,2017/11/8,38.9979,112.2996,38.9834,112.2828,2,7,,,,2169.7419759690324
16018,5m8376,5398893,2017/11/4,34.5068,109.4821,34.5087,109.4798,3,8,,,,298.41319247589007
16019,5f9379,5401775,2017/11/1,33.5595,114.0071,33.56,114.0047,0,7,,,,229.228118417867
16020,5r4013,5401433,2017/11/2,23.9055,106.613,,,2,0,,,,
16021,5102024,5393566,2017/11/10,39.279,117.4348,39.2768,117.432,4,3,,,,343.40660474658193
16022,5q4103,5395441,2017/11/15,24.3176,111.4385,,,1,0,,,,
16023,5e4558,5392962,2017/11/15,24.5176,117.885,24.5097,117.8765,3,10,,,,1229.3057490670378
16024,535561,5396807,2017/11/10,37.653,120.5203,37.653,120.5199,4,5,,,,35.214317102377755
16025,5w3093,5393034,2017/11/2,40.6573,109.8136,40.6353,109.8615,0,1,,,,4723.989937469603
16026,538653,5393506,2017/11/1,35.9306,117.5255,35.936,117.495,4,8,,,,2810.9366345369044
16027,5b6394,5393206,2017/11/5,32.3708,113.4004,32.3704,113.3999,2,8,,,,64.67860647817041
16028,5b2516,5393798,2017/11/8,36.1119,114.3498,36.1087,114.3451,0,5,,,,552.1544548237854
16029,5a5364,5395639,2017/11/17,38.7096,116.0974,,,3,0,,,,
16030,5102168,5394419,2017/11/2,39.4796,117.0104,39.4794,117.0107,2,7,,,,34.0223791886122
16031,5m3252,5393242,2017/11/10,40.1227,113.2856,40.1207,113.2952,1,3,,,,846.0235605037963
16032,5102808,5394559,2017/11/3,39.5271,116.8662,39.5626,116.8281,4,8,,,,5123.938282048553
16033,510946,5394213,2017/11/3,40.0402,117.4005,40.0401,117.4004,3,9,,,,14.004090100195683
16034,5b2495,5393661,2017/11/12,36.0638,113.821,36.0639,113.8211,4,8,,,,14.29816412403389
16035,5j2228,5395897,2017/11/1,22.3147,110.2563,22.3163,110.2568,4,7,,,,185.19733699264128
16036,555290,5397175,2017/11/13,35.5214,118.7882,35.5276,118.7872,4,8,,,,695.3229547181993
16037,5m6224,5393788,2017/11/17,38.4312,112.72399999999999,,,1,0,,,,
16038,5b4450,5392920,2017/11/13,33.3849,114.0185,33.3838,114.0222,4,3,,,,364.66119655651215
16039,5a8156,5395831,2017/11/4,36.8687,114.4983,36.8692,114.4981,0,1,,,,58.37475619232163
16040,5b6274,5393184,2017/11/15,33.2975,111.4777,33.2975,111.4777,3,8,,,,0.0
16041,5a3598,5396771,2017/11/8,40.2672,118.3851,40.2664,118.3872,4,9,,,,199.1492929266445
16042,535118,5397532,2017/11/2,37.1785,119.9354,37.1833,119.936,3,3,,,,536.3760327398526
16043,544512,5397343,2017/11/4,37.7276,117.2122,37.7828,117.3863,3,9,,,,16490.767124231825
16044,517319,5397985,2017/11/19,22.3583,110.9362,22.3531,110.9376,4,3,,,,595.8683524800524
16045,5c4395,5396138,2017/11/6,39.9654,119.3178,39.8834,119.2615,4,8,,,,10304.696809373585
16046,5b1537,5394123,2017/11/1,34.7261,112.1387,34.726,112.1386,3,9,,,,14.393173549697561
16047,5w5094,5401523,2017/11/6,43.6104,122.264,,,1,0,,,,
16048,5c7948,5395450,2017/11/7,24.7471,118.4126,24.7475,118.4138,1,3,,,,129.08453244825074
16049,5j5261,5393649,2017/11/11,21.8332,109.4202,21.8328,109.4186,3,9,,,,171.03509569945825
16050,5c8756,5395404,2017/11/5,24.6625,118.1416,24.662,118.1416,4,8,,,,55.5974633224881
16051,574113,5396372,2017/11/1,36.1849,117.6615,36.185,117.6614,4,8,,,,14.289457944932128
16052,5t7135,5396408,2017/11/1,46.9832,128.0198,46.9833,128.0199,3,9,,,,13.460619621902827
16053,5r2046,5396435,2017/11/6,44.5306,125.7029,44.5272,125.6941,0,7,,,,793.4418531517671
16054,512503,5394451,2017/11/19,23.0627,112.5011,23.06,112.5001,0,3,,,,317.179667089984
16055,5013406,5398214,2017/11/14,23.1217,113.609,23.1221,113.6091,3,3,,,,45.638434234970134
16056,5h51494,5396669,2017/11/14,40.46,115.9744,40.4602,115.9743,2,9,,,,23.793908534634248
16057,515118,5398883,2017/11/12,21.2065,110.3784,21.2064,110.3784,4,7,,,,11.119492664568353
16058,5t7134,5396480,2017/11/1,47.7236,128.8933,47.7238,128.8927,2,1,,,,50.088625635402614
16059,5101255,5394472,2017/11/16,39.2816,117.4366,39.2813,117.4362,3,9,,,,47.93821606476927
16060,5041130,5399220,2017/11/2,22.835,114.807,22.8363,114.807,3,9,,,,144.55340463797396
16061,5c2652,5397212,2017/11/5,39.0897,116.4157,39.1171,116.4021,4,4,,,,3264.9319460383076
16062,5j4225,5395530,2017/11/14,23.2989,109.4669,23.2987,109.4649,3,1,,,,205.46210550086195
16063,5h2291,5401443,2017/11/12,35.7765,114.5822,35.7801,114.5835,3,5,,,,417.1266993248391
16064,5041260,5399268,2017/11/17,22.9835,114.7259,22.9858,114.7222,4,8,,,,457.01756252656173
16065,5k8141,5396661,2017/11/2,43.1997,124.0494,43.1997,124.0489,3,2,,,,40.52900580387022
16066,5021259,5398311,2017/11/18,22.9731,113.007,22.9728,113.0069,4,8,,,,34.89407466661375
16067,5a5196,5395637,2017/11/16,38.7093,116.103,38.6964,116.0703,3,9,,,,3179.537742229884
16068,5c71337,5395748,2017/11/3,25.179000000000002,118.9077,25.1803,118.9026,3,9,,,,533.1772378683161
16069,5081232,5399450,2017/11/17,22.2605,112.7767,22.2608,112.7767,4,5,,,,33.3584779933514
16070,5b1580,5394351,2017/11/18,34.7271,112.1383,34.7269,112.1382,3,6,,,,24.04352046784787
16071,544422,5397209,2017/11/1,37.7366,117.2206,37.7311,117.215,1,3,,,,785.2008758476086
16072,532550,5399304,2017/11/5,24.9427,114.0718,24.9441,114.0703,2,7,,,,217.03920420728446
16073,5102077,5394424,2017/11/3,40.0428,117.4024,40.0434,117.4025,3,9,,,,67.25784242506303
16074,5101332,5394464,2017/11/8,39.1194,117.1821,39.1192,117.1821,4,8,,,,22.238985328429383
16075,5a6507,5395084,2017/11/5,36.7802,114.9477,36.7783,114.9479,1,7,,,,212.0199105625467
16076,5h51507,5396933,2017/11/2,40.4601,115.9748,40.4601,115.9744,3,2,,,,33.84142193190991
16077,5t3105,5397705,2017/11/15,38.0844,113.4055,38.0843,113.4062,3,2,,,,62.26624649331676
16078,5c6493,5399051,2017/11/14,25.4701,119.1345,25.4703,119.1349,3,1,,,,45.90213253882734
16079,5t2244,5401516,2017/11/11,35.6902,112.1814,35.6904,112.1811,0,2,,,,35.051563323645254
16080,5c3188,5395529,2017/11/5,37.7329,115.6936,37.7327,115.6934,2,2,,,,28.353447054029928
16081,5b7599,5392670,2017/11/8,33.4459,114.8956,33.4458,114.896,4,2,,,,38.74271703839118
16082,5221389,5397607,2017/11/14,36.2587,120.36200000000001,36.2558,120.3745,3,5,,,,1166.2687893527702
16083,5j5230,5393713,2017/11/3,21.6638,109.194,21.6589,109.1964,3,4,,,,598.6502174779228
16084,5j5261,5393649,2017/11/14,21.8326,109.4184,21.8332,109.4191,3,9,,,,98.34485375535026
16085,532578,5399270,2017/11/7,24.8054,113.57600000000001,24.8011,113.5587,0,4,,,,1810.4978168054827
16086,5m4289,5393784,2017/11/5,37.3613,112.3216,37.361,112.3216,3,8,,,,33.35847799370506
16087,568587,5396734,2017/11/3,32.6486,110.7113,32.647,110.6732,3,9,,,,3571.6004954182954
16088,575419,5394097,2017/11/8,29.6847,109.1492,29.6846,109.149,3,9,,,,22.291754445694156
16089,576256,5401199,2017/11/4,30.0897,114.9647,30.0897,114.9647,1,8,,,,0.0
16090,5c2337,5397229,2017/11/8,39.9597,117.0739,39.9803,117.0609,2,6,,,,2544.4460860930485
16091,5c2398,5396375,2017/11/3,39.3517,116.2495,39.3517,116.2495,5,8,,,,0.0
16092,532548,5399163,2017/11/16,25.0727,113.6101,25.0758,113.6191,4,8,,,,969.7727706200616
16093,535183,5397502,2017/11/9,37.3704,120.4013,37.3779,120.4032,4,7,,,,850.6944081278407
16094,5e3704,5401409,2017/11/9,28.7055,115.7966,28.6961,115.811,3,6,,,,1750.7368947030282
16095,5q5180,5395809,2017/11/19,22.4309,108.8113,22.4309,108.8114,3,7,,,,10.278196135742244
16096,5h51500,5397434,2017/11/1,40.4598,115.9714,40.4597,115.9717,3,9,,,,27.7100769323895
16097,5c7941,5453714,2017/11/2,24.9804,118.8531,24.9806,118.8502,1,6,,,,293.1439484328381
16098,5021409,5398560,2017/11/5,23.3469,112.9002,23.3436,112.9021,2,6,,,,415.05835464962576
16099,5a5549,5395239,2017/11/10,38.591,116.3319,38.5523,116.3797,2,9,,,,5982.156398770517
16100,5w3105,5393006,2017/11/3,40.5844,109.9001,40.5844,109.9003,4,9,,,,16.889363301900886
16101,5b5818,5392465,2017/11/5,32.1901,115.6691,32.1891,115.6684,1,7,,,,129.24185951828673
16102,5m2226,5394028,2017/11/4,37.6051,112.3506,37.6026,112.3485,4,3,,,,333.917668408573
16103,522586,5397510,2017/11/7,36.0667,120.3859,36.0669,120.3859,3,7,,,,22.238985328429383
16104,5711096,5394621,2017/11/3,26.8759,109.7132,26.8776,109.719,1,1,,,,605.5275877783715
16105,5e4558,5392962,2017/11/17,24.4922,117.8577,24.4921,117.8567,3,7,,,,101.79850920575954
16106,517388,5398237,2017/11/5,21.5116,111.2916,21.5399,111.2884,3,9,,,,3164.1773973205363
16107,5102242,5394417,2017/11/17,38.9373,117.0277,38.9332,117.0198,0,7,,,,821.4276825653424
16108,5100011,5394686,2017/11/6,39.1711,117.2422,39.1717,117.2397,3,8,,,,225.6030861983975
16109,5041142,5399042,2017/11/7,22.9834,114.7181,22.9825,114.7161,0,1,,,,227.88647380210907
16110,5102816,5394377,2017/11/1,39.3743,117.0547,39.3802,117.0678,2,1,,,,1303.1557490599303
16111,5a4601,5396344,2017/11/4,37.8809,114.6509,37.9068,114.6264,3,8,,,,3593.88525627274
16112,5102121,5394675,2017/11/7,40.035,117.4071,40.0356,117.4069,4,3,,,,68.85549465613984
16113,512219,5398110,2017/11/1,23.034000000000002,112.456,23.0343,112.4561,2,9,,,,34.89271318593141
16114,509586,5401330,2017/11/2,22.715,113.3302,,,2,0,,,,
16115,5m6193,5393425,2017/11/4,39.0612,112.9496,39.0612,112.9496,3,2,,,,0.0
16116,512451,5398173,2017/11/3,23.3262,112.7204,23.3327,112.7011,3,8,,,,2098.9715714402405
16117,5021376,5398374,2017/11/7,22.8909,113.066,22.8899,113.068,2,2,,,,233.10686012419842
16118,5a3658,5397112,2017/11/2,39.7161,118.4451,39.7305,118.3802,4,8,,,,5776.877217705868
16119,534644,5394633,2017/11/2,36.6477,117.9516,36.6475,117.9513,0,1,,,,34.7979427273244
16120,5102201,5394586,2017/11/5,40.0338,117.4065,40.0336,117.4065,4,8,,,,22.238985328429383
16121,5j2228,5395897,2017/11/6,22.3152,110.25299999999999,22.3149,110.2531,2,7,,,,34.90852850239582
16122,5221774,5397653,2017/11/1,35.969,120.1758,35.9693,120.1759,3,9,,,,34.55107565598082
16123,5a6428,5395103,2017/11/9,36.5528,114.8015,36.5537,114.7988,2,3,,,,261.1119658137151
16124,5f7862,5401355,2017/11/9,26.8841,120.0012,26.8844,120.0031,2,4,,,,191.36656103192647
16125,5u4176,5396280,2017/11/6,40.6185,120.699,40.6182,120.6991,2,3,,,,34.40971230196967
16126,5j7313,5392585,2017/11/4,41.0576,122.4687,41.0576,122.4684,3,8,,,,25.153948871069105
16127,5c6476,5399055,2017/11/10,25.4129,118.9772,25.4129,118.9772,3,9,,,,0.0
16128,5a3810,5396714,2017/11/7,39.2316,118.1841,39.2406,118.2016,4,6,,,,1809.1862709134841
16129,5a6498,5394974,2017/11/9,36.5402,115.2851,36.5441,115.2958,0,9,,,,1049.6662961517738
16130,504913,5399101,2017/11/2,23.0135,114.3137,,,1,0,,,,
16131,5102249,5394303,2017/11/6,39.3821,117.2416,39.3858,117.2452,1,2,,,,514.7760653097727
16132,517319,5397985,2017/11/5,22.3546,110.9345,22.3546,110.9371,1,4,,,,267.37976636162773
16133,5221329,5397563,2017/11/7,36.3176,119.9555,36.3148,119.9764,8,8,,,,1898.2740474681382
16134,5c9402,5395674,2017/11/1,25.1063,117.0058,25.1161,117.0061,2,7,,,,1090.1288349826527
16135,5021211,5397995,2017/11/14,23.0929,113.0299,23.093000000000004,113.0299,3,1,,,,11.119492664568353
16136,5k6570,5392388,2017/11/5,41.8221,123.4066,41.8199,123.4062,3,5,,,,246.86423790875452
16137,5a3450,5396499,2017/11/1,39.2383,118.2037,39.2364,118.2094,3,9,,,,534.4389677491613
16138,5d8289,5401506,2017/11/3,29.0272,114.5432,29.0283,114.5477,3,7,,,,454.2977923234443
16139,5b1597,5394157,2017/11/18,33.7865,111.6103,33.7865,111.6102,3,8,,,,9.241582929906734
16140,5021297,5398147,2017/11/1,22.8441,113.1413,22.8444,113.1417,2,3,,,,52.8479801878556
16141,5102208,5394631,2017/11/6,39.4147,117.1302,39.4154,117.1302,2,6,,,,77.83644865056382
16142,5f7866,5401345,2017/11/18,27.1036,120.2472,27.1004,120.25,4,8,,,,451.02959717125964
16143,5a6462,5395203,2017/11/18,36.5616,113.6679,36.5616,113.66799999999999,4,2,,,,8.931364299756778
16144,5c7905,5395496,2017/11/2,24.7403,118.6327,,,1,0,,,,
16145,5b6410,5393965,2017/11/15,33.2535,113.0036,33.2535,113.0034,4,3,,,,18.597410658538745
16146,5h53220,5396667,2017/11/18,39.8529,116.6953,39.851,116.6911,3,9,,,,416.1490718906963
16147,5c2640,5401575,2017/11/1,38.6982,116.6343,38.6978,116.6348,4,7,,,,62.137613540918096
16148,5m7441,5401624,2017/11/13,34.3658,107.1808,34.366,107.1804,1,1,,,,42.924514864655734
16149,5b2843,5393941,2017/11/3,35.5662,114.5228,35.5562,114.5154,4,2,,,,1297.8821728661073
16150,5j2246,5394557,2017/11/9,22.7061,110.3434,22.6991,110.3419,2,8,,,,793.4274192997545
16151,5c3329,5395087,2017/11/8,37.7366,115.6927,37.7368,115.6925,3,2,,,,28.35287237779619
16152,566437,5398923,2017/11/5,23.4974,116.6452,23.5002,116.645,4,8,,,,312.01305490925324
16153,5b2411,5393652,2017/11/13,36.0971,114.34899999999999,36.0969,114.3491,1,1,,,,23.985386199893068
16154,5102791,5394632,2017/11/2,39.0165,117.6616,39.0164,117.6617,3,3,,,,14.081312981371724
16155,5c2328,5397236,2017/11/1,39.3158,116.4924,39.3157,116.4923,0,9,,,,14.05883498296273
16156,5r2435,5394107,2017/11/6,44.1505,125.8286,44.1505,125.8283,2,2,,,,23.935129858772022
16157,5021096,5398563,2017/11/6,22.8983,113.1767,22.6512,112.9435,0,5,,,,36422.26381894173
16158,5b6160,5393964,2017/11/16,32.9974,112.5304,32.9972,112.5303,1,6,,,,24.11523259119876
16159,5j4012,5394523,2017/11/6,23.0949,109.5989,23.0949,109.5988,1,3,,,,10.228336673587535
16160,5013806,5398712,2017/11/5,23.2919,113.8268,23.2869,113.8136,3,1,,,,1458.3183085981034
16161,5b2283,5393969,2017/11/5,35.9505,114.8877,35.9504,114.8875,2,1,,,,21.160143275993395
16162,557485,5394628,2017/11/17,36.863,121.6435,36.8914,121.5757,3,4,,,,6807.431928545547
16163,5h8091,5395837,2017/11/1,23.6882,108.9336,23.685,108.9332,3,3,,,,358.1474079170062
16164,5c8829,5394977,2017/11/3,24.685,118.2383,24.6769,118.2431,4,8,,,,1022.9494120919982
16165,5a6402,5395217,2017/11/6,36.575,113.6952,36.5921,113.7322,0,6,,,,3811.7784298025717
16166,5a3576,5396713,2017/11/16,39.8524,118.7606,39.8544,118.7634,3,10,,,,326.47495010107247
16167,504529,5399251,2017/11/1,23.0779,114.4118,23.0638,114.4176,3,9,,,,1676.3688825977674
16168,532548,5399163,2017/11/19,25.0728,113.61,25.0759,113.6198,4,7,,,,1045.4753001866234
16169,510766,5393595,2017/11/18,39.2544,117.802,39.2545,117.8021,3,9,,,,14.063445585311877
